Comment,processed_text,tokens,sentiment_label,sentiment_score
Ko ane ngerasa Night Mode kameranya bagus banget ya??? Emang ga natural tapi kan night mode dibuat biar kita bisa ngeliat yg mata kita susah/ga bisa kita liat,ko ane ngerasa night mode kamera bagus banget ya emang ga natural night mode biar ngeliat yg mata susahga liat,"['ko', 'ane', 'ngerasa', 'night', 'mode', 'kamera', 'bagus', 'banget', 'ya', 'emang', 'ga', 'natural', 'night', 'mode', 'biar', 'ngeliat', 'yg', 'mata', 'susahga', 'liat']",positive,-4
Mediatek g95 setara dengan Snapdragon apa ya,mediatek g tara snapdragon ya,"['mediatek', 'g', 'tara', 'snapdragon', 'ya']",positive,6
Katanya 720g entahlah,g,['g'],neutral,0
@@haybro820 skor AnTuTu 320.000,haybro skor antutu,"['haybro', 'skor', 'antutu']",neutral,0
Bang review samsung m12,bang review samsung m,"['bang', 'review', 'samsung', 'm']",neutral,0
gua barusan dapat ditokped offcial Infinix 1.9 wkwk cara HP keluaran skrg pda cupu chipsetnya dikelas 2 jtaan,gua barusan ditokped offcial infinix wkwk hp keluar skrg pda cupu chipsetnya kelas jtaan,"['gua', 'barusan', 'ditokped', 'offcial', 'infinix', 'wkwk', 'hp', 'keluar', 'skrg', 'pda', 'cupu', 'chipsetnya', 'kelas', 'jtaan']",negative,-9
Bismillah . Beli ini aja . Harganya udah turun 6/64 2jt,bismillah beli aja harga udah turun jt,"['bismillah', 'beli', 'aja', 'harga', 'udah', 'turun', 'jt']",positive,5
Spikernya gakda yg bener ky gk dikasi makan.. Emang tu spiker makanya apa om..😂😂😂,spikernya gakda yg bener ky gk kasi makan emang tu spiker om,"['spikernya', 'gakda', 'yg', 'bener', 'ky', 'gk', 'kasi', 'makan', 'emang', 'tu', 'spiker', 'om']",positive,-1
"BG review infinix note 11 pro,pelis bang",bg review infinix note propelis bang,"['bg', 'review', 'infinix', 'note', 'propelis', 'bang']",neutral,0
Kamera ajaib 🤣,kamera ajaib,"['kamera', 'ajaib']",neutral,0
Sama RN10S BAGUSAN MANA BANG,rns bagus bang,"['rns', 'bagus', 'bang']",positive,-2
Semoga bisa beli hp ini,moga beli hp,"['moga', 'beli', 'hp']",positive,0
Infinix 12 dong kakkk,infinix kakkk,"['infinix', 'kakkk']",neutral,0
Porsche Hijau,porsche hijau,"['porsche', 'hijau']",positive,3
Mending infinix 10 pro  nfc atau hot 11 ya?,mending infinix pro nfc hot ya,"['mending', 'infinix', 'pro', 'nfc', 'hot', 'ya']",positive,-1
"gw juga bingung bang, mau pilih yang mana, mana udah keluar yang hot 12 lagi",gw bingung bang pilih udah hot,"['gw', 'bingung', 'bang', 'pilih', 'udah', 'hot']",negative,-6
hot<note<zero,hotnotezero,['hotnotezero'],neutral,0
@@siierukiyem2679 infinix note 10 pro ada slot memo card nya ga?,siierukiyem infinix note pro slot memo card nya ga,"['siierukiyem', 'infinix', 'note', 'pro', 'slot', 'memo', 'card', 'nya', 'ga']",neutral,0
"Buat kalian yg pengen hp ini cepetan beli sekarang di tokopedia,soalnya sekarang harganya 2 jutaan lebih 80 ribu varian 4/64 apalagi udah ada vitur tukar tambah yg makin murah cus beli cuy!!",yg ken hp cepetan beli tokopediasoalnya harga juta ribu varian udah vitur tukar yg murah cus beli cuy,"['yg', 'ken', 'hp', 'cepetan', 'beli', 'tokopediasoalnya', 'harga', 'juta', 'ribu', 'varian', 'udah', 'vitur', 'tukar', 'yg', 'murah', 'cus', 'beli', 'cuy']",positive,2
skrg 2jt kurang,skrg jt,"['skrg', 'jt']",neutral,0
Barusan dpt di harga sale 1950 plus cashback 100rb gopay coin. Lumayan bgt ni,barusan dpt harga sale plus cashback rb gopay coin lumayan bgt ni,"['barusan', 'dpt', 'harga', 'sale', 'plus', 'cashback', 'rb', 'gopay', 'coin', 'lumayan', 'bgt', 'ni']",positive,4
xiaomi tetap dihati🥰,xiaomi hati,"['xiaomi', 'hati']",positive,0
Bang review infinix note 12 pro 5G yg 180 wat,bang review infinix note pro g yg wat,"['bang', 'review', 'infinix', 'note', 'pro', 'g', 'yg', 'wat']",neutral,0
Aman ga ya infinix note10 pro ngegame sambil charge?,aman ga ya infinix note pro ngegame charge,"['aman', 'ga', 'ya', 'infinix', 'note', 'pro', 'ngegame', 'charge']",positive,4
Masih worth it gk buat dibeli sekarang ini?,worth it gk beli,"['worth', 'it', 'gk', 'beli']",positive,-1
Alhamdulillah  dah kebeli,alhamdulillah dah kebel,"['alhamdulillah', 'dah', 'kebel']",positive,2
"Kenapa harus infinix ya?
Yang lainnya pada kemana???
Disaat mau nyari hp budget 2jtaan dengan spek lumayan, dan designya juga lumayan kece(versi guwe) utk ngelawan xiomi(referensi utama guwe), kok  yg tampil didepan cuma infinix ya?? Atau boleh masukannya dong utk brand lainnya selain dr realmi 8i ya, soalnya lagi nyari referensi hp budget segitu.
Buat infinix guwe mau bilang;
Infinix now is better then others, make to be best to next product.🤗🤗🤗",infinix ya mana saat nyari hp budget jtaan spek lumayan designya lumayan keceversi guwe utk ngelawan xiomireferensi utama guwe yg tampil depan infinix ya masuk utk brand dr realmi i ya nyari referensi hp budget segitu infinix guwe bilang infinix now is better then others make to be best to next product,"['infinix', 'ya', 'mana', 'saat', 'nyari', 'hp', 'budget', 'jtaan', 'spek', 'lumayan', 'designya', 'lumayan', 'keceversi', 'guwe', 'utk', 'ngelawan', 'xiomireferensi', 'utama', 'guwe', 'yg', 'tampil', 'depan', 'infinix', 'ya', 'masuk', 'utk', 'brand', 'dr', 'realmi', 'i', 'ya', 'nyari', 'referensi', 'hp', 'budget', 'segitu', 'infinix', 'guwe', 'bilang', 'infinix', 'now', 'is', 'better', 'then', 'others', 'make', 'to', 'be', 'best', 'to', 'next', 'product']",positive,-3
"skrg Juni 2022 yg 6/64 Gb Harganya 2.199.000, kalo yg 8/128 Gb 2.799.000",skrg juni yg gb harga kalo yg gb,"['skrg', 'juni', 'yg', 'gb', 'harga', 'kalo', 'yg', 'gb']",positive,3
yg 6/64 di offline brp ya,yg offline brp ya,"['yg', 'offline', 'brp', 'ya']",positive,4
Bang rekomendasi hp infinix buat game dan gyro udh hardware,bang rekomendasi hp infinix game gyro udh hardware,"['bang', 'rekomendasi', 'hp', 'infinix', 'game', 'gyro', 'udh', 'hardware']",positive,2
Alhamdulillah sudah kebeli,alhamdulillah kebel,"['alhamdulillah', 'kebel']",positive,5
Pengen ganti hp🥲,ken ganti hp,"['ken', 'ganti', 'hp']",positive,1
Mending ini apa infinix hot 12?,mending infinix hot,"['mending', 'infinix', 'hot']",negative,-5
gua rasa si ini,gua si,"['gua', 'si']",negative,-3
infinix hot 12 banyak kurang fitur nya,infinix hot fitur nya,"['infinix', 'hot', 'fitur', 'nya']",negative,-4
Mau tanya Mediatek Helio G95 VS Mediatek Helio G96 gahar mana soalnya mau beli hp semoga di balas 🙏🙏🙏🙏🙏,mediatek hio g vs mediatek hio g gahar beli hp moga balas,"['mediatek', 'hio', 'g', 'vs', 'mediatek', 'hio', 'g', 'gahar', 'beli', 'hp', 'moga', 'balas']",positive,-2
Helio g96 lebih panas ama vboros battery sih tapi bisa 120 hz,hio g panas ama vboros battery sih hz,"['hio', 'g', 'panas', 'ama', 'vboros', 'battery', 'sih', 'hz']",positive,1
Ngap kalok yang ram 4gb/64-4gb/128 berap harganya ngap,ngap kalok ram gbgb rap harga ngap,"['ngap', 'kalok', 'ram', 'gbgb', 'rap', 'harga', 'ngap']",positive,3
"Pengen infinix hot 11 pro Snapdragon kira"" harganya berapa ya😢??",ken infinix hot pro snapdragon harga ya,"['ken', 'infinix', 'hot', 'pro', 'snapdragon', 'harga', 'ya']",positive,4
Om sama infinix hot 11s nfc bagus mana? Dan vivo y 51a,om infinix hot s nfc bagus vivo y a,"['om', 'infinix', 'hot', 's', 'nfc', 'bagus', 'vivo', 'y', 'a']",negative,-6
Sekarang udah kesampaian kebeli infinix note 11 pro huhu 🥳,udah kebel infinix note pro huhu,"['udah', 'kebel', 'infinix', 'note', 'pro', 'huhu']",neutral,0
Beli online apa offline bro?,beli online offline bro,"['beli', 'online', 'offline', 'bro']",positive,-1
Yang komen pake infinix note 10pro😇,komen pake infinix note pro,"['komen', 'pake', 'infinix', 'note', 'pro']",neutral,0
Semoga yang nonton bisa beli HP ini aminnn 🙏,moga nonton beli hp aminnn,"['moga', 'nonton', 'beli', 'hp', 'aminnn']",positive,0
sayang ya speakernya kurang,sayang ya speakernya,"['sayang', 'ya', 'speakernya']",positive,4
sekarang masij worth it gak,masij worth it gak,"['masij', 'worth', 'it', 'gak']",neutral,0
Kok keracunan ya,racun ya,"['racun', 'ya']",positive,4
cuman kalau rekam vidio jelek😥,cuman rekam vidio jelek,"['cuman', 'rekam', 'vidio', 'jelek']",negative,-6
Infinix note 10 pro nfc udh ada yg 8/256 gb gak bg?,infinix note pro nfc udh yg gb gak bg,"['infinix', 'note', 'pro', 'nfc', 'udh', 'yg', 'gb', 'gak', 'bg']",neutral,0
Blm bro,blm bro,"['blm', 'bro']",neutral,0
Coba buat straming game bang,coba straming game bang,"['coba', 'straming', 'game', 'bang']",positive,3
Model kaya Redmi 10 2022,model kaya redmi,"['model', 'kaya', 'redmi']",positive,3
"layar belom amoled, kalo di bandingin, mending samsung A51",layar bom amoled kalo bandingin mending samsung a,"['layar', 'bom', 'amoled', 'kalo', 'bandingin', 'mending', 'samsung', 'a']",positive,-1
Infinix note 8 kenceng jg kok suara speakernya,infinix note kenceng jg suara speakernya,"['infinix', 'note', 'kenceng', 'jg', 'suara', 'speakernya']",neutral,-1
Hp hilangg..moga aja bulan ini bisa beli hp.doain kwan2,hp hilanggmoga aja beli hpdoain kwan,"['hp', 'hilanggmoga', 'aja', 'beli', 'hpdoain', 'kwan']",positive,0
Alhamdulillah udh punya ini hp,alhamdulillah udh hp,"['alhamdulillah', 'udh', 'hp']",positive,5
Sekarang harga nya kisaran berapa ya kak,harga nya kisar ya kak,"['harga', 'nya', 'kisar', 'ya', 'kak']",positive,7
"Review infinix note 11 pro bang, lagi nabung pngn beli tu hp, ni juga nonton pake hp ortu😢",review infinix note pro bang nabung pngn beli tu hp ni nonton pake hp ortu,"['review', 'infinix', 'note', 'pro', 'bang', 'nabung', 'pngn', 'beli', 'tu', 'hp', 'ni', 'nonton', 'pake', 'hp', 'ortu']",positive,-1
Sama Bang wkwk.  Lagi Flash sale Bang untuk hari ini doang jadi 2.085k di tokped,bang wkwk flash sale bang doang k tokped,"['bang', 'wkwk', 'flash', 'sale', 'bang', 'doang', 'k', 'tokped']",positive,0
Pengen tapi gw sadar diri☺,ken gw sadar,"['ken', 'gw', 'sadar']",positive,2
Review INFINIX note 11 pro dong,review infinix note pro,"['review', 'infinix', 'note', 'pro']",neutral,0
Semua di dunia ini pasti ada bosannya ... Kt beli hp mahal pasti lama2 bosen juga ... Sudah yg sesuai kebutuhan saja tdk perlu memaksa diri memiliki hp mahal ... Tp klo mau coba punya hp mahal ya gapapa buat pengalaman 😁,dunia bosan kt beli hp mahal bosen yg sesuai butuh tdk paksa milik hp mahal tp klo coba hp mahal ya gapapa alam,"['dunia', 'bosan', 'kt', 'beli', 'hp', 'mahal', 'bosen', 'yg', 'sesuai', 'butuh', 'tdk', 'paksa', 'milik', 'hp', 'mahal', 'tp', 'klo', 'coba', 'hp', 'mahal', 'ya', 'gapapa', 'alam']",positive,-2
Savage loh main ml pakai note 10 pro infinix😊😊👍👍,savage loh main ml pakai note pro infinix,"['savage', 'loh', 'main', 'ml', 'pakai', 'note', 'pro', 'infinix']",positive,0
Infinix note 11 pro kak,infinix note pro kak,"['infinix', 'note', 'pro', 'kak']",neutral,0
"5 Tahun Sudah Nikmatin Video Lu Bang, Dan Alhamdulilah belum kesampean Hp Yg saya butuhin Buat Kerja...",nikmatin video lu bang alhamdulilah sampean hp yg butuhin kerja,"['nikmatin', 'video', 'lu', 'bang', 'alhamdulilah', 'sampean', 'hp', 'yg', 'butuhin', 'kerja']",positive,1
"Amin...
Aku minjem hp sepupu ini malah
Semoga diluaskan rezeki kita",amin minjem hp sepupu moga luas rezeki,"['amin', 'minjem', 'hp', 'sepupu', 'moga', 'luas', 'rezeki']",positive,7
BANG MENDING POCO M4 PRO APA INFINIK NOTE 11 PRO ?,bang mending poco m pro infinik note pro,"['bang', 'mending', 'poco', 'm', 'pro', 'infinik', 'note', 'pro']",positive,-1
ini yg nfc,yg nfc,"['yg', 'nfc']",neutral,0
"Lagi bingung antara poco atau infiny, tp frame nya infi itu plastik kalo ga salah dan proteksinya agak kurang
Tp lebih murah,",bingung poco infiny tp frame nya infi plastik kalo ga salah proteksi tp murah,"['bingung', 'poco', 'infiny', 'tp', 'frame', 'nya', 'infi', 'plastik', 'kalo', 'ga', 'salah', 'proteksi', 'tp', 'murah']",negative,-3
Bang hp infinix smart 6 3/64,bang hp infinix smart,"['bang', 'hp', 'infinix', 'smart']",neutral,0
"Nyari hp ini di konter susah bgt,
4 konter gw cek stok kosong",nyari hp konter susah bgt konter gw cek stok kosong,"['nyari', 'hp', 'konter', 'susah', 'bgt', 'konter', 'gw', 'cek', 'stok', 'kosong']",negative,-16
Lah gw kembaliannya malah permen 6 biji pas beli ni hp,gw kembali permen biji pas beli ni hp,"['gw', 'kembali', 'permen', 'biji', 'pas', 'beli', 'ni', 'hp']",positive,2
Knpa sekarang bagus bagus banget si jadi bingung mau hp apa,knpa bagus bagus banget si bingung hp,"['knpa', 'bagus', 'bagus', 'banget', 'si', 'bingung', 'hp']",positive,-3
Hp lumayan bagus dan murah,hp lumayan bagus murah,"['hp', 'lumayan', 'bagus', 'murah']",positive,-2
"bang david, tolong review infinix note 11 nfc dong, kayaknya op banget di harga 2 jutaan",bang david tolong review infinix note nfc kayak op banget harga juta,"['bang', 'david', 'tolong', 'review', 'infinix', 'note', 'nfc', 'kayak', 'op', 'banget', 'harga', 'juta']",positive,4
Bismillah semoga THR dapet banyak,bismillah moga thr dapet,"['bismillah', 'moga', 'thr', 'dapet']",positive,7
Bang Enakan Mana Infinix hote11s nfc Apa infinix note 10 pro,bang enak infinix hotes nfc infinix note pro,"['bang', 'enak', 'infinix', 'hotes', 'nfc', 'infinix', 'note', 'pro']",positive,1
Plis buat bang david aku nih subscribeker lama tapi nga pernah gtu fotonya ada senyum atau bahagia kek malah polos banget😭,plis bang david nih subscribeker nga gtu foto senyum bahagia kek polos banget,"['plis', 'bang', 'david', 'nih', 'subscribeker', 'nga', 'gtu', 'foto', 'senyum', 'bahagia', 'kek', 'polos', 'banget']",positive,6
Sama infinix hot 11s nfc bagus mana,infinix hot s nfc bagus,"['infinix', 'hot', 's', 'nfc', 'bagus']",negative,-6
Infinix 11 Pro dong,infinix pro,"['infinix', 'pro']",neutral,0
itu porsche bukan ferrarii,porsche ferrarii,"['porsche', 'ferrarii']",neutral,0
Pantes... Tombol volume,pantes tombol volume,"['pantes', 'tombol', 'volume']",positive,-2
Tolong yang baca komen ini dan sedang menggunakan HP infinix note 10 pro saya boleh minta tulis pengalaman anda dalam menggunakan HP ini setelah beberapa bulan apakah ada kendala yang terjadi,tolong baca komen hp infinix note pro tulis alam hp kendala,"['tolong', 'baca', 'komen', 'hp', 'infinix', 'note', 'pro', 'tulis', 'alam', 'hp', 'kendala']",positive,4
Uda dari 2021. Masih okeee 😁 paling skrg finger print nya ga bisa lagi 🗿🗿🗿,uda okeee skrg finger print nya ga,"['uda', 'okeee', 'skrg', 'finger', 'print', 'nya', 'ga']",neutral,0
Semoga lebaran kali ini bisa beli infinix note 10 pro nfc ya Allah aammiinn,moga lebaran kali beli infinix note pro nfc ya allah aammiinn,"['moga', 'lebaran', 'kali', 'beli', 'infinix', 'note', 'pro', 'nfc', 'ya', 'allah', 'aammiinn']",positive,9
Aku kapok belanja online... 😓,kapok belanja online,"['kapok', 'belanja', 'online']",negative,-4
Kenapa bang?,bang,['bang'],neutral,0
Dijawab ya bang jangan dibaca doang,ya bang baca doang,"['ya', 'bang', 'baca', 'doang']",positive,6
Masih mending Xiaomi lah,mending xiaomi,"['mending', 'xiaomi']",positive,-1
Harga online sama offline beda ya?,harga online offline beda ya,"['harga', 'online', 'offline', 'beda', 'ya']",positive,5
👍,,[],neutral,0
Layar kegedean masukin kantong nyengol si joni,layar gede masukin kantong nyengol si joni,"['layar', 'gede', 'masukin', 'kantong', 'nyengol', 'si', 'joni']",positive,1
Njir 🗿,njir,['njir'],negative,-3
Beli nya di shopee atau di Tokopedia?,beli nya shopee tokopedia,"['beli', 'nya', 'shopee', 'tokopedia']",positive,-1
"Sorry oot. Mau nanya, ada yg pake infinix note 8 trs lcd nya rusak ga? Aku udah 2 mingguan sana sini ke konter katanya gada alatnya mulu. Adapun harga nya 900k+ buat yg kw. Info dong, sayangbgt masih bagus hp nya",sorry oot nanya yg pake infinix note trs lcd nya rusak ga udah minggu konter gada alat mulu harga nya k yg kw info sayangbgt bagus hp nya,"['sorry', 'oot', 'nanya', 'yg', 'pake', 'infinix', 'note', 'trs', 'lcd', 'nya', 'rusak', 'ga', 'udah', 'minggu', 'konter', 'gada', 'alat', 'mulu', 'harga', 'nya', 'k', 'yg', 'kw', 'info', 'sayangbgt', 'bagus', 'hp', 'nya']",positive,-7
Musiknya apaan sih 😂😂😂,musik sih,"['musik', 'sih']",positive,2
Hp redmi 9a dan 9c itu termasuk hp yg biasa😁,hp redmi a c hp yg,"['hp', 'redmi', 'a', 'c', 'hp', 'yg']",neutral,0
"BARU PAKE INFINIX, GARA GARA LIAT VIDEO INI, AKU BELI INFINIX NOTE 10 PRO, HP NYA KEREN BANG GEDE LAYAR NYA SAYA SUKA ☺☺☺",pake infinix gara gara liat video beli infinix note pro hp nya keren bang gede layar nya suka,"['pake', 'infinix', 'gara', 'gara', 'liat', 'video', 'beli', 'infinix', 'note', 'pro', 'hp', 'nya', 'keren', 'bang', 'gede', 'layar', 'nya', 'suka']",positive,-6
"@oohrizal Tetep Kenceng Banget Memori Gak Penuh Penuh Padahal Video WA Dan Instagram Gede gede Aplikasi Game Banyak Memori Legaa Pokoknya, Cas Nya Cepat Banget",oohrizal tetep kenceng banget memori gak penuh penuh video wa instagram gede gede aplikasi game memori legaa pokok cas nya cepat banget,"['oohrizal', 'tetep', 'kenceng', 'banget', 'memori', 'gak', 'penuh', 'penuh', 'video', 'wa', 'instagram', 'gede', 'gede', 'aplikasi', 'game', 'memori', 'legaa', 'pokok', 'cas', 'nya', 'cepat', 'banget']",positive,-2
Bg buat tangan kecil harga 2.5 bgs kamera hp apa?,bg tangan harga bgs kamera hp,"['bg', 'tangan', 'harga', 'bgs', 'kamera', 'hp']",positive,4
Tangan yg gere,tangan yg gere,"['tangan', 'yg', 'gere']",positive,1
Bismilah moga kebeli,bismilah moga kebel,"['bismilah', 'moga', 'kebel']",positive,1
Thr 🗿,thr,['thr'],neutral,0
kocak.. tpi emng saya suka keributan,kocak tpi emng suka ribut,"['kocak', 'tpi', 'emng', 'suka', 'ribut']",positive,0
"Kalo xiaomi minus nya  rom nya aja buat game gak terlalu enak..  Sama banyak aplikasi yg tidak diperlukan..
Kalo mau full power harus pasang twrp dlu dan flash rom agar perfomanya maksimal...😓",kalo xiaomi minus nya rom nya aja game gak enak aplikasi yg kalo full power pasang twrp dlu flash rom perfomanya maksimal,"['kalo', 'xiaomi', 'minus', 'nya', 'rom', 'nya', 'aja', 'game', 'gak', 'enak', 'aplikasi', 'yg', 'kalo', 'full', 'power', 'pasang', 'twrp', 'dlu', 'flash', 'rom', 'perfomanya', 'maksimal']",positive,4
Lebih enak ap Infinix hot 10s apa infinix note 10 pro nfc,enak ap infinix hot s infinix note pro nfc,"['enak', 'ap', 'infinix', 'hot', 's', 'infinix', 'note', 'pro', 'nfc']",positive,-3
Ketahanan nya gimana ya nanti apakah kuat bertahun tahun Insya Allah senoga,tahan nya gimana ya kuat tahun insya allah senoga,"['tahan', 'nya', 'gimana', 'ya', 'kuat', 'tahun', 'insya', 'allah', 'senoga']",positive,7
"Kalau infinix ada ga ya
Yang 8/256?",infinix ga ya,"['infinix', 'ga', 'ya']",positive,4
Ada kok,,[],neutral,0
"Bang david review infinix note 11s atau infinix note 11 pro dong
buat gaming performance udh cukup bagus atau ga HP nya

Sama perbandingan advan tab vx 8gb vs xiaomi pad 5
Mau beli tab baru tp bingung mau ambil xiaomi atau advan yg lebih bagus buat gaming performance",bang david review infinix note s infinix note pro gaming performance udh bagus ga hp nya banding advan tab vx gb vs xiaomi pad beli tab tp bingung ambil xiaomi advan yg bagus gaming performance,"['bang', 'david', 'review', 'infinix', 'note', 's', 'infinix', 'note', 'pro', 'gaming', 'performance', 'udh', 'bagus', 'ga', 'hp', 'nya', 'banding', 'advan', 'tab', 'vx', 'gb', 'vs', 'xiaomi', 'pad', 'beli', 'tab', 'tp', 'bingung', 'ambil', 'xiaomi', 'advan', 'yg', 'bagus', 'gaming', 'performance']",positive,-10
Amiiiinnnnnn....,amiiiinnnnnn,['amiiiinnnnnn'],neutral,0
Bismillah Semoga bisa beli infinix note 10 pro nfc amin,bismillah moga beli infinix note pro nfc amin,"['bismillah', 'moga', 'beli', 'infinix', 'note', 'pro', 'nfc', 'amin']",positive,4
Spek udah tp sayang terlalu besar ini hp gk ntaman di genggam emang untuk hp game,spek udah tp sayang hp gk ntaman genggam emang hp game,"['spek', 'udah', 'tp', 'sayang', 'hp', 'gk', 'ntaman', 'genggam', 'emang', 'hp', 'game']",positive,2
